"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.georgefox.edu/adult-degree/about/locations.html","text/html","200","OK","Indexable","","Adult Degree Program Locations | George Fox University","54","506","","0","0","George Fox University offers three adult degree program locations where working adults can complete their bachelor's degrees. Apply Now!","136","884","","0","Program Locations","17","","0","Choose from our convenient location in Portland or study online","63","","0","","","","https://www.georgefox.edu/adult-degree/about/locations.html","","","","","100906","68","1.726","1","","4311","4306","87.590","67","55","11","11","","","","","3a7475c82f58064bfa0d0906d9af3de","0.038","Thu, 08 Oct 2020 22:03:09 GMT","","","https://www.georgefox.edu/adult-degree/about/locations.html"
"https://www.georgefox.edu/psyd/index.html","text/html","200","OK","Indexable","","PsyD Program in Oregon | Clinical Psychology | George Fox University","68","626","","0","0","George Fox University's doctor of clinical psychology (PsyD) program integrates sound academics, clinical practice, research, and the Christian faith perspective.","162","1016","","0","Doctor of Psychology (PsyD)","27","","0","Specializations","15","Professional Practice","21","","","","https://www.georgefox.edu/psyd/index.html","","","","","108165","279","2.799","1","","4463","4308","87.630","70","55","11","11","","","","","380322adbd27892b3372db12aafeae5","0.056","Fri, 02 Oct 2020 18:47:28 GMT","","","https://www.georgefox.edu/psyd/index.html"
"https://www.georgefox.edu/admission/how-to-apply.html","text/html","200","OK","Indexable","","How to Apply for Admission | George Fox University","50","460","","0","0","If you're ready to apply to any of George Fox University's academic programs, start here.","89","563","","0","How to Apply to George Fox University","37","","0","Choose a Program","16","Not ready to apply yet?","23","","","","https://www.georgefox.edu/admission/how-to-apply.html","","","","","98384","142","1.780","1","","4419","4306","87.590","75","64","11","11","","","","","e9a772d9e935b79e60bece833dfa1741","0.025","Thu, 24 Sep 2020 20:25:55 GMT","","","https://www.georgefox.edu/admission/how-to-apply.html"
"https://www.georgefox.edu/journalonline/summer20/index.html","text/html","200","OK","Indexable","","George Fox Journal | Summer 2020","32","320","","0","0","","0","0","","0","","0","","0","The Class of COVID-19","21","Friendship House","16","","","","https://www.georgefox.edu/journalonline/summer20/index.html","","","","","92049","550","4.086","1","","105","37","0.750","154","94","17","12","","","","","bcea8cdbb674e3a4e1a57324ba1c4129","0.117","Thu, 25 Jun 2020 18:09:29 GMT","","","https://www.georgefox.edu/journalonline/summer20/index.html"
"https://www.georgefox.edu/calendar/index.html","text/html","200","OK","Indexable","","University Calendar | George Fox University","43","389","","0","0","The official calendar of public and internal events at George Fox University.","77","476","","0","Public Events Calendar","22","","0","","0","","0","","","","https://www.georgefox.edu/calendar/index.html","","","","","97631","34","2.101","1","","4466","4307","87.610","58","50","17","14","","","","","474f343f928eff94e6aefedf33770d81","0.059","Sat, 02 May 2020 00:49:02 GMT","","","https://www.georgefox.edu/calendar/index.html"
"https://www.georgefox.edu/about/quick_facts/index.html","text/html","200","OK","Indexable","","Quick Facts about George Fox University","39","367","","0","0","A private Christian college in Oregon offering academic excellence in Christian higher education.","97","609","","0","Quick Facts","11","","0","Accreditation & Memberships","27","Traditional Undergraduate Students","34","","","","https://www.georgefox.edu/about/quick_facts/index.html","","","","","112793","1136","7.508","1","","4339","4306","87.590","108","87","32","29","","","","","d13f8a1241779aeab326c7d9c8d0563","0.030","Mon, 28 Sep 2020 17:08:20 GMT","","","https://www.georgefox.edu/about/quick_facts/index.html"
"https://www.georgefox.edu/direc/index.html","text/html","200","OK","Indexable","","Employee Directory | George Fox University","42","390","","0","0","A list of employees of George Fox University with links to their contact information.","85","519","","0","Employee Directory","18","","0","All Employees","13","","0","","","","https://www.georgefox.edu/direc/index.html","","","","","290971","1198","3.177","1","","4557","4492","91.380","560","327","47","46","","","","","6d4d38273c13a743bd93b6f202d22547","0.040","Fri, 02 Oct 2020 23:45:39 GMT","","","https://www.georgefox.edu/direc/index.html"
"https://www.georgefox.edu/socialwork/msw/index.html","text/html","200","OK","Indexable","","MSW Program in Portland, Oregon | George Fox University","55","528","","0","0","One of only three CSWE-accredited Master of Social Work (MSW) programs in Oregon. Small class sizes. Graduate in one year with Advanced Standing.","145","967","","0","Master of Social Work","21","","0","Field Internships","17","Spiritual Integration","21","","","","https://www.georgefox.edu/socialwork/msw/index.html","","","","","108401","281","2.827","1","","4392","4306","87.590","78","55","13","12","","","","","4d266428d077533c7026434fb3fa3669","0.087","Tue, 18 Aug 2020 17:57:59 GMT","","","https://www.georgefox.edu/socialwork/msw/index.html"
"https://www.georgefox.edu/pa/index.html","text/html","200","OK","Indexable","","Physician Assistant (PA) Program | Oregon | George Fox University","65","600","","0","0","Graduates of our physician assistant (PA) program will earn a master of medical science degree. Program begins in January 2021.","127","826","","0","Master of Medical Science (PA Medicine)","39","","0","Physician Assistant (PA) Program","32","Program Distinctives","20","","","","https://www.georgefox.edu/pa/index.html","","","","","110123","1199","8.080","1","","4369","4306","87.590","66","49","15","13","","","","","acf86827f517909c6b8969b02e65f8fb","0.054","Mon, 24 Aug 2020 19:52:39 GMT","","","https://www.georgefox.edu/pa/index.html"
"https://www.georgefox.edu/offices/financial-aid/fafsa-faq.html","text/html","200","OK","Indexable","","FAFSA FAQ | George Fox University","33","326","","0","0","","0","0","","0","FAFSA Frequently Asked Questions","32","","0","","0","","0","","","","https://www.georgefox.edu/offices/financial-aid/fafsa-faq.html","","","","","111542","882","5.356","1","","58","41","0.830","88","61","20","19","","","","","c63e78b3faea10eb1354e013ce25d656","0.048","Thu, 24 Sep 2020 17:44:05 GMT","","","https://www.georgefox.edu/offices/financial-aid/fafsa-faq.html"
"https://www.georgefox.edu/college-admissions/campus-life/index.html","text/html","200","OK","Indexable","","Spiritual & Campus Life | George Fox University","47","424","","0","0","Campus life at George Fox gives students multiple outlets for academic, social and spiritual growth.","100","627","","0","Spiritual & Campus Life","23","","0","","0","","0","","","","https://www.georgefox.edu/college-admissions/campus-life/index.html","","","","","112292","162","2.062","1","","4486","4306","87.590","85","55","11","11","","","","","76307bc0ead99c5864e2626038bdf4a1","0.062","Wed, 26 Aug 2020 23:28:50 GMT","","","https://www.georgefox.edu/college-admissions/campus-life/index.html"
"https://www.georgefox.edu/college-admissions/scholarships/net-price-calculator.html","text/html","200","OK","Indexable","","Net Price Calculator | George Fox University","44","393","","0","0","","0","0","","0","","0","","0","","0","","0","","","","https://www.georgefox.edu/college-admissions/scholarships/net-price-calculator.html","","","","","110983","140","1.999","1","","4313","4306","87.590","76","50","12","12","","","","","881bf5eca262039446c01e6fbce399dc","0.093","Tue, 01 Sep 2020 17:50:05 GMT","","","https://www.georgefox.edu/college-admissions/scholarships/net-price-calculator.html"
"https://www.georgefox.edu/covid19/index.html","text/html","200","OK","Indexable","","Reopening Campus | Fall 2020 | George Fox University","52","489","","0","0","","0","0","","0","Life on Campus Fall 2020","24","","0","COVID Concern and Reporting Form","32","Health and Safety Are Top Priorities as We Return to Campus","59","","","","https://www.georgefox.edu/covid19/index.html","","","","","108155","533","3.910","1","","63","45","0.920","69","49","19","19","","","","","566c2d56aabaff6365ffd92f410df0ff","0.029","Mon, 07 Sep 2020 22:44:45 GMT","","","https://www.georgefox.edu/covid19/index.html"
"https://www.georgefox.edu/college-admissions/index.html","text/html","200","OK","Indexable","","Undergraduate Admissions | George Fox University","48","456","","0","0","George Fox University is among the top-ranked Christian colleges on the West Coast according to Forbes.com.","107","704","","0","","0","","0","Be Known at George Fox University","33","Ready to Challenge the World?","29","","","","https://www.georgefox.edu/college-admissions/index.html","","","","","127900","749","4.339","1","","4929","4306","87.590","85","56","15","15","","","","","c9ed02ce730932877fac806fa0e232d2","0.106","Thu, 01 Oct 2020 15:22:50 GMT","","","https://www.georgefox.edu/college-admissions/index.html"
"https://www.georgefox.edu/counseling-programs/index.html","text/html","200","OK","Indexable","","Counseling Degree Programs in Oregon | George Fox University","60","572","","0","0","George Fox University offers master's degrees and certificates in counseling that help graduates integrate Christian values into a career in mental health.","155","968","","0","Counseling Programs","19","","0","Become a Counselor","18","Become a Marriage, Couple and Family Therapist/Counselor","56","","","","https://www.georgefox.edu/counseling-programs/index.html","","","","","102913","256","2.874","1","","4488","4306","87.590","72","59","13","12","","","","","199bc66a8260c98f32239718c1206863","0.121","Tue, 14 Jul 2020 21:40:27 GMT","","","https://www.georgefox.edu/counseling-programs/index.html"
"https://www.georgefox.edu/library/index.html","text/html","200","OK","Indexable","","Library | George Fox University","31","277","","0","0","The George Fox University Library serves students, faculty, staff, alumni and members of the general public with physical locations in Newberg and Portland.","156","991","","0","","0","","0","","0","","0","","","","https://www.georgefox.edu/library/index.html","","","","","194665","511","2.131","1","","5061","4306","87.590","162","95","54","48","","","","","3b32a0757d5c1824bf4406658e161326","0.035","Tue, 22 Sep 2020 19:11:06 GMT","","","https://www.georgefox.edu/library/index.html"
"https://www.georgefox.edu/resources_for/index.html","text/html","200","OK","Indexable","","Resources | George Fox University","33","311","","0","0","Links to important resources and information at George Fox University.","70","449","","0","Resources","9","Resources","9","","0","","0","","","","https://www.georgefox.edu/resources_for/index.html","","","","","99672","119","1.548","1","","4344","4283","87.120","74","59","15","14","","","","","130465bb99ac0120e4556cec84e6090f","0.189","Thu, 13 Aug 2020 15:51:05 GMT","","","https://www.georgefox.edu/resources_for/index.html"
"https://www.georgefox.edu/news/closures/index.html","text/html","200","OK","Indexable","","School Closure Policies & Procedures | George Fox University","60","550","","0","0","","0","0","","0","School Closure Policies & Procedures","36","","0","","0","","0","","","","https://www.georgefox.edu/news/closures/index.html","","","","","97311","386","3.381","1","","4313","4306","87.590","47","41","19","18","","","","","341a6697e7984d65f9fe4724f3037fbe","0.072","Sat, 02 May 2020 02:14:08 GMT","","","https://www.georgefox.edu/news/closures/index.html"
"https://www.georgefox.edu/dev/index.html","text/html; charset=UTF-8","200","OK","Indexable","","Giving to George Fox University","31","284","","0","0","Learn about opportunities to give to George Fox, a Christian college in Oregon.","79","501","","0","Back to School Campaign","23","Back to School Campaign","23","You Make a Difference","21","Giving Priorities","17","","","","https://www.georgefox.edu/dev/index.html","","","","","111463","1123","6.952","1","","4518","4307","87.610","57","45","22","14","","","","","3e221a77c2bcb55b05ee80eea96a05b1","0.056","","","","https://www.georgefox.edu/dev/index.html"
"https://www.georgefox.edu/alumni/index.html","text/html","200","OK","Indexable","","Alumni Relations | George Fox University","40","364","","0","0","Alumni Relations helps keep former students and graduates of George Fox University connected and involved with the university and current students.","147","951","","0","Alumni Relations","16","","0","#StayKnown","10","Upcoming Events","15","","","","https://www.georgefox.edu/alumni/index.html","","","","","113092","430","3.132","1","","4418","4325","87.980","68","52","22","17","","","","","b49b6365a2f07963a4b937b93d6b8bea","0.076","Thu, 08 Oct 2020 21:37:34 GMT","","","https://www.georgefox.edu/alumni/index.html"
"https://www.georgefox.edu/physical-therapy/index.html","text/html","200","OK","Indexable","","Doctor of Physical Therapy Program | Oregon | George Fox","56","530","","0","0","Our DPT program emphasizes a problem-solving, evidence-based approach to learning and integrates clinical research into the practice of physical therapy.","153","988","","0","Doctor of Physical Therapy","26","","0","Physical Therapy at George Fox","30","What makes us unique?","21","","","","https://www.georgefox.edu/physical-therapy/index.html","","","","","122609","985","6.086","1","","4460","4308","87.630","75","57","13","12","","","","","23e2321864b436a4b15ae6c6ddaaf8f7","0.031","Tue, 29 Sep 2020 21:26:50 GMT","","","https://www.georgefox.edu/physical-therapy/index.html"
"https://www.georgefox.edu/academics/index.html","text/html","200","OK","Indexable","","Academics at George Fox University","34","325","","0","0","Complete list of academic program offerings, including bachelor's, master's, and doctoral degree programs.","106","680","","0","Academics at George Fox","23","","0","Ranked among the top Christian colleges in the U.S.","51","","0","","","","https://www.georgefox.edu/academics/index.html","","","","","98632","182","2.124","1","","4743","4283","87.120","58","48","11","11","","","","","ef71ba58fc48616de3d228224a4ec92f","0.046","Sat, 02 May 2020 00:44:23 GMT","","","https://www.georgefox.edu/academics/index.html"
"https://www.georgefox.edu/contact.html","text/html","200","OK","Indexable","","Contact Us | George Fox University","34","315","","0","0","Contact information for George Fox University's various locations throughout Oregon.","84","540","","0","Contact Us","10","","0","Admissions Questions","20","Website Questions","17","","","","https://www.georgefox.edu/contact.html","","","","","96450","215","2.569","1","","4496","4492","91.380","52","46","11","11","","","","","99eb183b1d8d13400909e8c520a6ebf4","0.039","Sat, 02 May 2020 03:31:23 GMT","","","https://www.georgefox.edu/contact.html"
"https://www.georgefox.edu/maps_locations/redmond.html","text/html","200","OK","Indexable","","George Fox University Redmond Site | College near Bend, Oregon","62","591","","0","0","Become a teacher. Earn a master of arts in teaching in Redmond. George Fox University offers evening classes for students in Central Oregon.","140","907","","0","Redmond Site","12","","0","Education Programs","18","","0","","","","https://www.georgefox.edu/maps_locations/redmond.html","","","","","99257","90","1.631","1","","16","14","0.280","60","49","13","12","","","","","7c8f7815c7b1b8b440bbd20996402b14","0.036","Fri, 24 Jul 2020 21:32:38 GMT","","","https://www.georgefox.edu/maps_locations/redmond.html"
"https://www.georgefox.edu/sitemap/index.html","text/html","200","OK","Indexable","","A - Z Site Index | George Fox University","40","355","","0","0","An alphabetical listing of subjects, entities, and ""things"" at George Fox University, with links to more information.","117","705","","0","A - Z Site Index","16","","0","","0","","0","","","","https://www.georgefox.edu/sitemap/index.html","","","","","121336","1022","5.541","1","","4521","4492","91.380","309","187","37","31","","","","","2c0850954dac56919a61cbd9627518e9","0.048","Wed, 16 Sep 2020 22:08:44 GMT","","","https://www.georgefox.edu/sitemap/index.html"
"https://www.georgefox.edu/college-admissions/visit/index.html","text/html","200","OK","Indexable","","Visit Campus in Newberg, Oregon | George Fox University","55","518","","0","0","Visit George Fox University's Christian college campus in Newberg, Oregon.","74","481","","0","","0","","0","Connect with Us Get to Know Us","30","What’s it like to be a Bruin?","29","","","","https://www.georgefox.edu/college-admissions/visit/index.html","","","","","127092","441","3.075","1","","9401","4306","87.590","77","50","29","18","","","","","49e46e33d5173038ac8895ca5e4e7bcb","0.063","Wed, 16 Sep 2020 20:36:26 GMT","","","https://www.georgefox.edu/college-admissions/visit/index.html"
"https://www.georgefox.edu/academics/online-programs.html","text/html","200","OK","Indexable","","Online Degrees in Oregon | George Fox University","48","448","","0","0","Bachelor's, master's, and doctoral programs offered in 100% online or hybrid formats at a Christian college in Oregon.","118","746","","0","Online Degrees at George Fox","28","","0","George Fox Digital","18","Bachelor's (Adult Degree Programs)","34","","","","https://www.georgefox.edu/academics/online-programs.html","","","","","108167","599","4.599","1","","4314","4306","87.590","82","55","11","11","","","","","842c713a91f72e38e9d45371dd118d1e","0.047","Thu, 02 Jul 2020 18:12:53 GMT","","","https://www.georgefox.edu/academics/online-programs.html"
"https://www.georgefox.edu/maps_locations/newberg.html","text/html","200","OK","Indexable","","George Fox University: Newberg Campus | Map & Directions","56","539","","0","0","Map of and directions to the Newberg campus of George Fox University, Oregon's Christian university.","100","648","","0","Newberg Campus","14","","0","Undergraduate Programs","22","Graduate Programs","17","","","","https://www.georgefox.edu/maps_locations/newberg.html","","","","","99483","157","2.054","1","","30","28","0.570","70","56","14","12","","","","","d6cbd9f29656db39ff2a36d6a57d637b","0.053","Thu, 20 Aug 2020 19:46:45 GMT","","","https://www.georgefox.edu/maps_locations/newberg.html"
"https://www.georgefox.edu/college-admissions/photo-gallery/index.html","text/html","200","OK","Indexable","","Photo Gallery | George Fox University","37","337","","0","0","","0","0","","0","Photo Gallery","13","George Fox University Photo Gallery","35","","0","","0","","","","https://www.georgefox.edu/college-admissions/photo-gallery/index.html","","","","","110048","17","0.932","1","","3","3","0.060","147","141","11","11","","","","","83e7fb8c5be700fa1d26c638604dd491","0.051","Wed, 26 Aug 2020 23:29:57 GMT","","","https://www.georgefox.edu/college-admissions/photo-gallery/index.html"
"https://www.georgefox.edu/legal/privacy.html","text/html","200","OK","Indexable","","Privacy Information for George Fox University","45","407","","0","0","What you need to know about the information on the George Fox University website and your use of the website.","109","713","","0","Privacy Information","19","","0","Privacy Policy ","15","","0","","","","https://www.georgefox.edu/legal/privacy.html","","","","","101289","1094","7.965","1","","4476","4473","90.990","48","41","14","13","","","","","91abd9acbc899561a42ffd07f600a096","0.026","Sat, 02 May 2020 01:51:23 GMT","","","https://www.georgefox.edu/legal/privacy.html"
"https://www.georgefox.edu/index.html","text/html; charset=iso-8859-1","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","317","0","0.000","1","","12887","4750","96.620","0","0","0","0","","","","","","0.040","","https://www.georgefox.edu/","HTTP Redirect","https://www.georgefox.edu/index.html"
"https://www.georgefox.edu/consumer-information/index.html","text/html","200","OK","Indexable","","Consumer Information | George Fox University","44","415","","0","0","","0","0","","0","George Fox University Consumer Information","42","","0","General Institutional Information","33","Additional Consumer Information","31","","","","https://www.georgefox.edu/consumer-information/index.html","","","","","103901","466","3.936","1","","4307","4306","87.590","91","72","23","22","","","","","83b28ce45eb2195d5f29e3daedaca0cc","0.057","Mon, 03 Aug 2020 18:39:32 GMT","","","https://www.georgefox.edu/consumer-information/index.html"
"https://www.georgefox.edu/about/index.html","text/html","200","OK","Indexable","","About George Fox University","27","257","","0","0","Ranked as one of the top Christian universities in America by Forbes.","69","438","","0","About","5","","0","Our Promise","11","George Fox at a Glance","22","","","","https://www.georgefox.edu/about/index.html","","","","","111325","330","2.807","1","","4367","4283","87.120","84","48","12","12","","","","","ece97a27e13d4569a005010d8807ab27","0.050","Mon, 28 Sep 2020 16:45:45 GMT","","","https://www.georgefox.edu/about/index.html"
"https://www.georgefox.edu/portland-center/index.html","text/html","200","OK","Indexable","","George Fox University Portland Center (near Tigard) | College in Portland, Oregon","81","730","","0","0","George Fox University's Portland Center located near Tigard offers degree completion, graduate, and seminary programs with evening and weekend classes.","151","997","","0","Portland Center","15","","0","Adult Bachelor's Degree Completion","34","Business","8","","","","https://www.georgefox.edu/portland-center/index.html","","","","","105873","221","2.301","1","","55","42","0.850","90","71","13","12","","","","","a8ee46f81eb991db93a2dcba6d0503a2","0.027","Sat, 02 May 2020 02:34:59 GMT","","","https://www.georgefox.edu/portland-center/index.html"
"https://www.georgefox.edu/maps_locations/index.html","text/html","200","OK","Indexable","","Maps and Locations | George Fox University","42","395","","0","0","Maps and information about George Fox University's locations throughout Oregon.","79","523","","0","Maps & Locations","16","","0","","0","","0","","","","https://www.georgefox.edu/maps_locations/index.html","","","","","95181","15","1.138","1","","4610","4492","91.380","56","44","11","11","","","","","d9f221b27040d5a3b1415b2b853268eb","0.052","Sat, 02 May 2020 02:10:47 GMT","","","https://www.georgefox.edu/maps_locations/index.html"
"https://www.georgefox.edu/college-admissions/academics/majors-minors.html","text/html","200","OK","Indexable","","Undergraduate Majors and Minors | George Fox University","55","520","","0","0","George Fox offers more than 40 undergraduate majors and more than 50 minors.","76","518","","0","Majors and Minors","17","","0","Honors Program","14","","0","","","","https://www.georgefox.edu/college-admissions/academics/majors-minors.html","","","","","164487","301","2.250","1","","4913","4306","87.590","181","118","11","11","","","","","4eaa33525b27bfc0a964319ecef17f33","0.058","Wed, 26 Aug 2020 23:31:12 GMT","","","https://www.georgefox.edu/college-admissions/academics/majors-minors.html"
"https://www.georgefox.edu/education/index.html","text/html","200","OK","Indexable","","Education Degree Programs | Oregon | George Fox University","58","552","","0","0","Earn your education degree at one of the nation's top-ranked Christian universities. George Fox offers bachelor's, master's and doctoral programs in education.","159","1010","","0","School of Education","19","","0","Become a Teacher","16","Become a School Administrator","29","","","","https://www.georgefox.edu/education/index.html","","","","","103488","99","1.878","1","","4634","4306","87.590","79","65","11","11","","","","","2b623e6b400165949d69e5278033e313","0.049","Fri, 24 Jul 2020 17:14:08 GMT","","","https://www.georgefox.edu/education/index.html"
"https://www.georgefox.edu/seminary/index.html","text/html","200","OK","Indexable","","Portland Seminary | In Oregon and Online","40","373","","0","0","Portland Seminary at George Fox University is a multi-denominational evangelical Christian seminary in Oregon offering programs to women and men.","145","952","","0","","0","","0","Student Stories","15","News & Events","13","","","","https://www.georgefox.edu/seminary/index.html","","","","","46301","293","5.933","1","","5111","4310","87.670","96","73","11","11","","","","","454c446e56a2b213e54c5cc585f75790","0.064","Tue, 15 Sep 2020 16:21:21 GMT","","","https://www.georgefox.edu/seminary/index.html"
